5.0000, 6.0000, "C3-CZ", bckg
5.0000, 6.0000, "CZ-C4", bckg
5.0000, 6.0000, "C4-T4", bckg
5.0000, 6.0000, "T4-A2", bckg
5.0000, 6.0000, "FP1-F3", bckg
5.0000, 6.0000, "F3-C3", bckg
5.0000, 6.0000, "C3-P3", bckg
5.0000, 6.0000, "P3-O1", bckg
5.0000, 6.0000, "FP2-F4", bckg
5.0000, 6.0000, "F4-C4", bckg
5.0000, 6.0000, "C4-P4", bckg
5.0000, 6.0000, "P4-O2", bckg
6.0000, 7.0000, "FP1-F7", bckg
6.0000, 7.0000, "F7-T3", artf
6.0000, 7.0000, "T3-T5", bckg
6.0000, 7.0000, "T5-O1", bckg
6.0000, 7.0000, "FP2-F8", artf
6.0000, 7.0000, "F8-T4", bckg
6.0000, 7.0000, "T4-T6", bckg
6.0000, 7.0000, "T6-O2", bckg
6.0000, 7.0000, "A1-T3", bckg
6.0000, 7.0000, "T3-C3", artf
6.0000, 7.0000, "C3-CZ", bckg
6.0000, 7.0000, "CZ-C4", bckg
6.0000, 7.0000, "C4-T4", bckg
6.0000, 7.0000, "T4-A2", bckg
6.0000, 7.0000, "FP1-F3", artf
6.0000, 7.0000, "F3-C3", bckg
6.0000, 7.0000, "C3-P3", bckg
6.0000, 7.0000, "P3-O1", bckg
6.0000, 7.0000, "FP2-F4", artf
6.0000, 7.0000, "F4-C4", bckg
6.0000, 7.0000, "C4-P4", bckg
6.0000, 7.0000, "P4-O2", bckg
7.0000, 8.0000, "FP1-F7", eybl
7.0000, 8.0000, "F7-T3", eybl
7.0000, 8.0000, "T3-T5", artf
7.0000, 8.0000, "T5-O1", bckg
7.0000, 8.0000, "FP2-F8", eybl
7.0000, 8.0000, "F8-T4", artf
7.0000, 8.0000, "T4-T6", bckg
7.0000, 8.0000, "T6-O2", bckg
7.0000, 8.0000, "A1-T3", artf
7.0000, 8.0000, "T3-C3", artf
7.0000, 8.0000, "C3-CZ", bckg
7.0000, 8.0000, "CZ-C4", bckg
7.0000, 8.0000, "C4-T4", artf
7.0000, 8.0000, "T4-A2", bckg
7.0000, 8.0000, "FP1-F3", eybl
7.0000, 8.0000, "F3-C3", eybl
7.0000, 8.0000, "C3-P3", bckg
7.0000, 8.0000, "P3-O1", bckg
7.0000, 8.0000, "FP2-F4", eybl
7.0000, 8.0000, "F4-C4", eybl
7.0000, 8.0000, "C4-P4", bckg
7.0000, 8.0000, "P4-O2", artf
8.0000, 9.0000, "FP1-F7", artf
8.0000, 9.0000, "F7-T3", artf
8.0000, 9.0000, "T3-T5", artf
8.0000, 9.0000, "T5-O1", bckg
8.0000, 9.0000, "FP2-F8", artf
8.0000, 9.0000, "F8-T4", bckg
8.0000, 9.0000, "T4-T6", bckg
8.0000, 9.0000, "T6-O2", bckg
8.0000, 9.0000, "A1-T3", artf
8.0000, 9.0000, "T3-C3", bckg
8.0000, 9.0000, "C3-CZ", bckg
8.0000, 9.0000, "CZ-C4", bckg
8.0000, 9.0000, "C4-T4", artf
8.0000, 9.0000, "T4-A2", bckg
8.0000, 9.0000, "FP1-F3", artf
8.0000, 9.0000, "F3-C3", artf
8.0000, 9.0000, "C3-P3", bckg
8.0000, 9.0000, "P3-O1", bckg
8.0000, 9.0000, "FP2-F4", artf
8.0000, 9.0000, "F4-C4", bckg
8.0000, 9.0000, "C4-P4", eybl
8.0000, 9.0000, "P4-O2", bckg
9.0000, 10.0000, "FP1-F7", eybl
9.0000, 10.0000, "F7-T3", bckg
9.0000, 10.0000, "T3-T5", bckg
9.0000, 10.0000, "T5-O1", bckg
9.0000, 10.0000, "FP2-F8", eybl
9.0000, 10.0000, "F8-T4", bckg
9.0000, 10.0000, "T4-T6", artf
9.0000, 10.0000, "T6-O2", bckg
9.0000, 10.0000, "A1-T3", bckg
9.0000, 10.0000, "T3-C3", artf
9.0000, 10.0000, "C3-CZ", artf
9.0000, 10.0000, "CZ-C4", bckg
9.0000, 10.0000, "C4-T4", artf
9.0000, 10.0000, "T4-A2", bckg
9.0000, 10.0000, "FP1-F3", bckg
9.0000, 10.0000, "F3-C3", bckg
9.0000, 10.0000, "C3-P3", bckg
9.0000, 10.0000, "P3-O1", bckg
9.0000, 10.0000, "FP2-F4", artf
9.0000, 10.0000, "F4-C4", bckg
9.0000, 10.0000, "C4-P4", artf
9.0000, 10.0000, "P4-O2", bckg
10.0000, 11.0000, "FP1-F7", artf
10.0000, 11.0000, "F7-T3", bckg
10.0000, 11.0000, "T3-T5", bckg
10.0000, 11.0000, "T5-O1", bckg
10.0000, 11.0000, "FP2-F8", eybl
10.0000, 11.0000, "F8-T4", bckg
10.0000, 11.0000, "T4-T6", bckg
10.0000, 11.0000, "T6-O2", bckg
10.0000, 11.0000, "A1-T3", bckg
10.0000, 11.0000, "T3-C3", bckg
10.0000, 11.0000, "C3-CZ", bckg
10.0000, 11.0000, "CZ-C4", bckg
10.0000, 11.0000, "C4-T4", bckg
10.0000, 11.0000, "T4-A2", bckg
10.0000, 11.0000, "FP1-F3", artf
10.0000, 11.0000, "F3-C3", bckg
10.0000, 11.0000, "C3-P3", bckg
10.0000, 11.0000, "P3-O1", bckg
10.0000, 11.0000, "FP2-F4", artf
10.0000, 11.0000, "F4-C4", bckg
10.0000, 11.0000, "C4-P4", artf
10.0000, 11.0000, "P4-O2", bckg
11.0000, 12.0000, "FP1-F7", bckg
11.0000, 12.0000, "F7-T3", bckg
11.0000, 12.0000, "T3-T5", bckg
11.0000, 12.0000, "T5-O1", bckg
11.0000, 12.0000, "FP2-F8", artf
11.0000, 12.0000, "F8-T4", bckg
11.0000, 12.0000, "T4-T6", artf
11.0000, 12.0000, "T6-O2", bckg
11.0000, 12.0000, "A1-T3", bckg
11.0000, 12.0000, "T3-C3", bckg
11.0000, 12.0000, "C3-CZ", bckg
11.0000, 12.0000, "CZ-C4", bckg
11.0000, 12.0000, "C4-T4", bckg
11.0000, 12.0000, "T4-A2", bckg
11.0000, 12.0000, "FP1-F3", artf
11.0000, 12.0000, "F3-C3", eybl
11.0000, 12.0000, "C3-P3", bckg
11.0000, 12.0000, "P3-O1", bckg
11.0000, 12.0000, "FP2-F4", artf
11.0000, 12.0000, "F4-C4", artf
11.0000, 12.0000, "C4-P4", artf
11.0000, 12.0000, "P4-O2", eybl
12.0000, 13.0000, "FP1-F7", artf
12.0000, 13.0000, "F7-T3", bckg
12.0000, 13.0000, "T3-T5", bckg
12.0000, 13.0000, "T5-O1", bckg
12.0000, 13.0000, "FP2-F8", artf
12.0000, 13.0000, "F8-T4", bckg
12.0000, 13.0000, "T4-T6", bckg
12.0000, 13.0000, "T6-O2", bckg
12.0000, 13.0000, "A1-T3", artf
12.0000, 13.0000, "T3-C3", bckg
12.0000, 13.0000, "C3-CZ", artf
12.0000, 13.0000, "CZ-C4", bckg
12.0000, 13.0000, "C4-T4", artf
12.0000, 13.0000, "T4-A2", bckg
12.0000, 13.0000, "FP1-F3", artf
12.0000, 13.0000, "F3-C3", artf
12.0000, 13.0000, "C3-P3", bckg
12.0000, 13.0000, "P3-O1", bckg
12.0000, 13.0000, "FP2-F4", artf
12.0000, 13.0000, "F4-C4", artf
12.0000, 13.0000, "C4-P4", artf
12.0000, 13.0000, "P4-O2", bckg
13.0000, 14.0000, "FP1-F7", eybl
13.0000, 14.0000, "F7-T3", eybl
13.0000, 14.0000, "T3-T5", bckg
13.0000, 14.0000, "T5-O1", bckg
13.0000, 14.0000, "FP2-F8", artf
13.0000, 14.0000, "F8-T4", eybl
13.0000, 14.0000, "T4-T6", bckg
13.0000, 14.0000, "T6-O2", bckg
13.0000, 14.0000, "A1-T3", eybl
13.0000, 14.0000, "T3-C3", artf
13.0000, 14.0000, "C3-CZ", bckg
13.0000, 14.0000, "CZ-C4", bckg
13.0000, 14.0000, "C4-T4", eybl
13.0000, 14.0000, "T4-A2", bckg
13.0000, 14.0000, "FP1-F3", eybl
13.0000, 14.0000, "F3-C3", eybl
13.0000, 14.0000, "C3-P3", artf
13.0000, 14.0000, "P3-O1", eybl
13.0000, 14.0000, "FP2-F4", eybl
13.0000, 14.0000, "F4-C4", eybl
13.0000, 14.0000, "C4-P4", eybl
13.0000, 14.0000, "P4-O2", artf
14.0000, 15.0000, "FP1-F7", artf
14.0000, 15.0000, "F7-T3", artf
14.0000, 15.0000, "T3-T5", bckg
14.0000, 15.0000, "T5-O1", bckg
14.0000, 15.0000, "FP2-F8", artf
14.0000, 15.0000, "F8-T4", bckg
14.0000, 15.0000, "T4-T6", bckg
14.0000, 15.0000, "T6-O2", bckg
14.0000, 15.0000, "A1-T3", bckg
14.0000, 15.0000, "T3-C3", bckg
14.0000, 15.0000, "C3-CZ", bckg
14.0000, 15.0000, "CZ-C4", bckg
14.0000, 15.0000, "C4-T4", bckg
14.0000, 15.0000, "T4-A2", bckg
14.0000, 15.0000, "FP1-F3", artf
14.0000, 15.0000, "F3-C3", artf
14.0000, 15.0000, "C3-P3", bckg
14.0000, 15.0000, "P3-O1", bckg
14.0000, 15.0000, "FP2-F4", artf
14.0000, 15.0000, "F4-C4", artf
14.0000, 15.0000, "C4-P4", artf
14.0000, 15.0000, "P4-O2", bckg
15.0000, 16.0000, "FP1-F7", artf
15.0000, 16.0000, "F7-T3", bckg
15.0000, 16.0000, "T3-T5", bckg
15.0000, 16.0000, "T5-O1", bckg
15.0000, 16.0000, "FP2-F8", artf
15.0000, 16.0000, "F8-T4", bckg
15.0000, 16.0000, "T4-T6", bckg
15.0000, 16.0000, "T6-O2", bckg
15.0000, 16.0000, "A1-T3", bckg
15.0000, 16.0000, "T3-C3", bckg
15.0000, 16.0000, "C3-CZ", bckg
15.0000, 16.0000, "CZ-C4", bckg
15.0000, 16.0000, "C4-T4", bckg
15.0000, 16.0000, "T4-A2", bckg
15.0000, 16.0000, "FP1-F3", artf
15.0000, 16.0000, "F3-C3", artf
15.0000, 16.0000, "C3-P3", bckg
15.0000, 16.0000, "P3-O1", bckg
15.0000, 16.0000, "FP2-F4", artf
15.0000, 16.0000, "F4-C4", bckg
15.0000, 16.0000, "C4-P4", bckg
15.0000, 16.0000, "P4-O2", bckg
16.0000, 17.0000, "FP1-F7", bckg
16.0000, 17.0000, "F7-T3", bckg
16.0000, 17.0000, "T3-T5", bckg
16.0000, 17.0000, "T5-O1", bckg
16.0000, 17.0000, "FP2-F8", bckg
16.0000, 17.0000, "F8-T4", bckg
16.0000, 17.0000, "T4-T6", bckg
16.0000, 17.0000, "T6-O2", bckg
16.0000, 17.0000, "A1-T3", bckg
16.0000, 17.0000, "T3-C3", artf
16.0000, 17.0000, "C3-CZ", bckg
16.0000, 17.0000, "CZ-C4", bckg
16.0000, 17.0000, "C4-T4", bckg
16.0000, 17.0000, "T4-A2", bckg
16.0000, 17.0000, "FP1-F3", artf
16.0000, 17.0000, "F3-C3", bckg
16.0000, 17.0000, "C3-P3", bckg
16.0000, 17.0000, "P3-O1", bckg
16.0000, 17.0000, "FP2-F4", bckg
16.0000, 17.0000, "F4-C4", bckg
16.0000, 17.0000, "C4-P4", bckg
16.0000, 17.0000, "P4-O2", bckg
17.0000, 18.0000, "FP1-F7", bckg
17.0000, 18.0000, "F7-T3", bckg
17.0000, 18.0000, "T3-T5", bckg
17.0000, 18.0000, "T5-O1", bckg
17.0000, 18.0000, "FP2-F8", bckg
17.0000, 18.0000, "F8-T4", bckg
17.0000, 18.0000, "T4-T6", bckg
17.0000, 18.0000, "T6-O2", bckg
17.0000, 18.0000, "A1-T3", artf
17.0000, 18.0000, "T3-C3", bckg
17.0000, 18.0000, "C3-CZ", bckg
17.0000, 18.0000, "CZ-C4", bckg
17.0000, 18.0000, "C4-T4", bckg
17.0000, 18.0000, "T4-A2", bckg
17.0000, 18.0000, "FP1-F3", bckg
17.0000, 18.0000, "F3-C3", bckg
17.0000, 18.0000, "C3-P3", bckg
17.0000, 18.0000, "P3-O1", bckg
17.0000, 18.0000, "FP2-F4", bckg
17.0000, 18.0000, "F4-C4", bckg
17.0000, 18.0000, "C4-P4", bckg
17.0000, 18.0000, "P4-O2", bckg
18.0000, 19.0000, "FP1-F7", bckg
18.0000, 19.0000, "F7-T3", bckg
18.0000, 19.0000, "T3-T5", bckg
18.0000, 19.0000, "T5-O1", bckg
18.0000, 19.0000, "FP2-F8", bckg
18.0000, 19.0000, "F8-T4", bckg
18.0000, 19.0000, "T4-T6", bckg
18.0000, 19.0000, "T6-O2", bckg
18.0000, 19.0000, "A1-T3", artf
18.0000, 19.0000, "T3-C3", bckg
18.0000, 19.0000, "C3-CZ", bckg
18.0000, 19.0000, "CZ-C4", bckg
18.0000, 19.0000, "C4-T4", bckg
18.0000, 19.0000, "T4-A2", bckg
18.0000, 19.0000, "FP1-F3", bckg
18.0000, 19.0000, "F3-C3", bckg
18.0000, 19.0000, "C3-P3", bckg
18.0000, 19.0000, "P3-O1", bckg
18.0000, 19.0000, "FP2-F4", bckg
18.0000, 19.0000, "F4-C4", bckg
18.0000, 19.0000, "C4-P4", bckg
18.0000, 19.0000, "P4-O2", bckg
19.0000, 20.0000, "FP1-F7", bckg
19.0000, 20.0000, "F7-T3", bckg
19.0000, 20.0000, "T3-T5", bckg
19.0000, 20.0000, "T5-O1", bckg
19.0000, 20.0000, "FP2-F8", bckg
19.0000, 20.0000, "F8-T4", bckg
19.0000, 20.0000, "T4-T6", bckg
19.0000, 20.0000, "T6-O2", bckg
19.0000, 20.0000, "A1-T3", bckg
19.0000, 20.0000, "T3-C3", bckg
19.0000, 20.0000, "C3-CZ", bckg
19.0000, 20.0000, "CZ-C4", bckg
19.0000, 20.0000, "C4-T4", bckg
19.0000, 20.0000, "T4-A2", bckg
19.0000, 20.0000, "FP1-F3", bckg
19.0000, 20.0000, "F3-C3", bckg
19.0000, 20.0000, "C3-P3", bckg
19.0000, 20.0000, "P3-O1", bckg
19.0000, 20.0000, "FP2-F4", bckg
19.0000, 20.0000, "F4-C4", bckg
19.0000, 20.0000, "C4-P4", bckg
19.0000, 20.0000, "P4-O2", bckg
20.0000, 21.0000, "FP1-F7", artf
20.0000, 21.0000, "F7-T3", bckg
20.0000, 21.0000, "T3-T5", bckg
20.0000, 21.0000, "T5-O1", bckg
20.0000, 21.0000, "FP2-F8", bckg
20.0000, 21.0000, "F8-T4", bckg
20.0000, 21.0000, "T4-T6", bckg
20.0000, 21.0000, "T6-O2", bckg
20.0000, 21.0000, "A1-T3", bckg
20.0000, 21.0000, "T3-C3", bckg
20.0000, 21.0000, "C3-CZ", bckg
20.0000, 21.0000, "CZ-C4", bckg
20.0000, 21.0000, "C4-T4", bckg
20.0000, 21.0000, "T4-A2", bckg
20.0000, 21.0000, "FP1-F3", bckg
20.0000, 21.0000, "F3-C3", bckg
20.0000, 21.0000, "C3-P3", bckg
20.0000, 21.0000, "P3-O1", bckg
20.0000, 21.0000, "FP2-F4", bckg
20.0000, 21.0000, "F4-C4", bckg
20.0000, 21.0000, "C4-P4", bckg
20.0000, 21.0000, "P4-O2", bckg
21.0000, 22.0000, "FP1-F7", artf
21.0000, 22.0000, "F7-T3", bckg
21.0000, 22.0000, "T3-T5", bckg
21.0000, 22.0000, "T5-O1", bckg
21.0000, 22.0000, "FP2-F8", artf
21.0000, 22.0000, "F8-T4", bckg
21.0000, 22.0000, "T4-T6", bckg
21.0000, 22.0000, "T6-O2", bckg
21.0000, 22.0000, "A1-T3", bckg
21.0000, 22.0000, "T3-C3", bckg
21.0000, 22.0000, "C3-CZ", bckg
21.0000, 22.0000, "CZ-C4", bckg
21.0000, 22.0000, "C4-T4", bckg
21.0000, 22.0000, "T4-A2", bckg
21.0000, 22.0000, "FP1-F3", bckg
21.0000, 22.0000, "F3-C3", bckg
21.0000, 22.0000, "C3-P3", bckg
21.0000, 22.0000, "P3-O1", bckg
21.0000, 22.0000, "FP2-F4", artf
21.0000, 22.0000, "F4-C4", bckg
21.0000, 22.0000, "C4-P4", bckg
21.0000, 22.0000, "P4-O2", bckg
22.0000, 23.0000, "FP1-F7", artf
22.0000, 23.0000, "F7-T3", bckg
22.0000, 23.0000, "T3-T5", bckg
22.0000, 23.0000, "T5-O1", bckg
22.0000, 23.0000, "FP2-F8", bckg
22.0000, 23.0000, "F8-T4", bckg
22.0000, 23.0000, "T4-T6", bckg
22.0000, 23.0000, "T6-O2", bckg
22.0000, 23.0000, "A1-T3", bckg
22.0000, 23.0000, "T3-C3", artf
22.0000, 23.0000, "C3-CZ", bckg
22.0000, 23.0000, "CZ-C4", bckg
22.0000, 23.0000, "C4-T4", bckg
22.0000, 23.0000, "T4-A2", bckg
22.0000, 23.0000, "FP1-F3", artf
22.0000, 23.0000, "F3-C3", artf
22.0000, 23.0000, "C3-P3", bckg
22.0000, 23.0000, "P3-O1", bckg
22.0000, 23.0000, "FP2-F4", artf
22.0000, 23.0000, "F4-C4", bckg
22.0000, 23.0000, "C4-P4", bckg
22.0000, 23.0000, "P4-O2", bckg
23.0000, 24.0000, "FP1-F7", bckg
23.0000, 24.0000, "F7-T3", bckg
23.0000, 24.0000, "T3-T5", bckg
23.0000, 24.0000, "T5-O1", bckg
23.0000, 24.0000, "FP2-F8", artf
23.0000, 24.0000, "F8-T4", bckg
23.0000, 24.0000, "T4-T6", bckg
23.0000, 24.0000, "T6-O2", bckg
23.0000, 24.0000, "A1-T3", bckg
23.0000, 24.0000, "T3-C3", bckg
23.0000, 24.0000, "C3-CZ", bckg
23.0000, 24.0000, "CZ-C4", bckg
23.0000, 24.0000, "C4-T4", bckg
23.0000, 24.0000, "T4-A2", bckg
23.0000, 24.0000, "FP1-F3", artf
23.0000, 24.0000, "F3-C3", bckg
23.0000, 24.0000, "C3-P3", bckg
23.0000, 24.0000, "P3-O1", bckg
23.0000, 24.0000, "FP2-F4", artf
23.0000, 24.0000, "F4-C4", bckg
23.0000, 24.0000, "C4-P4", bckg
23.0000, 24.0000, "P4-O2", bckg
24.0000, 25.0000, "FP1-F7", bckg
24.0000, 25.0000, "F7-T3", bckg
24.0000, 25.0000, "T3-T5", bckg
24.0000, 25.0000, "T5-O1", bckg
24.0000, 25.0000, "FP2-F8", artf
24.0000, 25.0000, "F8-T4", bckg
24.0000, 25.0000, "T4-T6", bckg
24.0000, 25.0000, "T6-O2", bckg
24.0000, 25.0000, "A1-T3", bckg
24.0000, 25.0000, "T3-C3", bckg
24.0000, 25.0000, "C3-CZ", bckg
24.0000, 25.0000, "CZ-C4", bckg
24.0000, 25.0000, "C4-T4", bckg
24.0000, 25.0000, "T4-A2", bckg
24.0000, 25.0000, "FP1-F3", artf
24.0000, 25.0000, "F3-C3", bckg
24.0000, 25.0000, "C3-P3", bckg
24.0000, 25.0000, "P3-O1", bckg
24.0000, 25.0000, "FP2-F4", bckg
24.0000, 25.0000, "F4-C4", bckg
24.0000, 25.0000, "C4-P4", bckg
24.0000, 25.0000, "P4-O2", bckg
25.0000, 26.0000, "FP1-F7", bckg
25.0000, 26.0000, "F7-T3", bckg
25.0000, 26.0000, "T3-T5", bckg
25.0000, 26.0000, "T5-O1", bckg
25.0000, 26.0000, "FP2-F8", artf
25.0000, 26.0000, "F8-T4", bckg
25.0000, 26.0000, "T4-T6", bckg
25.0000, 26.0000, "T6-O2", bckg
25.0000, 26.0000, "A1-T3", bckg
25.0000, 26.0000, "T3-C3", bckg
25.0000, 26.0000, "C3-CZ", bckg
25.0000, 26.0000, "CZ-C4", bckg
25.0000, 26.0000, "C4-T4", bckg
25.0000, 26.0000, "T4-A2", bckg
25.0000, 26.0000, "FP1-F3", bckg
25.0000, 26.0000, "F3-C3", bckg
25.0000, 26.0000, "C3-P3", bckg
25.0000, 26.0000, "P3-O1", bckg
25.0000, 26.0000, "FP2-F4", artf
25.0000, 26.0000, "F4-C4", bckg
25.0000, 26.0000, "C4-P4", bckg
25.0000, 26.0000, "P4-O2", bckg
26.0000, 27.0000, "FP1-F7", bckg
26.0000, 27.0000, "F7-T3", bckg
26.0000, 27.0000, "T3-T5", bckg
26.0000, 27.0000, "T5-O1", bckg
26.0000, 27.0000, "FP2-F8", bckg
26.0000, 27.0000, "F8-T4", bckg
26.0000, 27.0000, "T4-T6", bckg
26.0000, 27.0000, "T6-O2", bckg
26.0000, 27.0000, "A1-T3", bckg
26.0000, 27.0000, "T3-C3", bckg
26.0000, 27.0000, "C3-CZ", bckg
26.0000, 27.0000, "CZ-C4", bckg
26.0000, 27.0000, "C4-T4", bckg
26.0000, 27.0000, "T4-A2", bckg
26.0000, 27.0000, "FP1-F3", bckg
26.0000, 27.0000, "F3-C3", bckg
26.0000, 27.0000, "C3-P3", bckg
26.0000, 27.0000, "P3-O1", bckg
26.0000, 27.0000, "FP2-F4", bckg
26.0000, 27.0000, "F4-C4", bckg
26.0000, 27.0000, "C4-P4", bckg
26.0000, 27.0000, "P4-O2", bckg
27.0000, 28.0000, "FP1-F7", bckg
27.0000, 28.0000, "F7-T3", bckg
27.0000, 28.0000, "T3-T5", bckg
27.0000, 28.0000, "T5-O1", bckg
27.0000, 28.0000, "FP2-F8", bckg
27.0000, 28.0000, "F8-T4", bckg
27.0000, 28.0000, "T4-T6", bckg
27.0000, 28.0000, "T6-O2", bckg
27.0000, 28.0000, "A1-T3", bckg
27.0000, 28.0000, "T3-C3", bckg
27.0000, 28.0000, "C3-CZ", bckg
27.0000, 28.0000, "CZ-C4", bckg
27.0000, 28.0000, "C4-T4", bckg
27.0000, 28.0000, "T4-A2", bckg
27.0000, 28.0000, "FP1-F3", bckg
27.0000, 28.0000, "F3-C3", bckg
27.0000, 28.0000, "C3-P3", bckg
27.0000, 28.0000, "P3-O1", bckg
27.0000, 28.0000, "FP2-F4", bckg
27.0000, 28.0000, "F4-C4", artf
27.0000, 28.0000, "C4-P4", bckg
27.0000, 28.0000, "P4-O2", bckg
28.0000, 29.0000, "FP1-F7", bckg
28.0000, 29.0000, "F7-T3", bckg
28.0000, 29.0000, "T3-T5", bckg
28.0000, 29.0000, "T5-O1", bckg
28.0000, 29.0000, "FP2-F8", bckg
28.0000, 29.0000, "F8-T4", bckg
28.0000, 29.0000, "T4-T6", bckg
28.0000, 29.0000, "T6-O2", bckg
28.0000, 29.0000, "A1-T3", bckg
28.0000, 29.0000, "T3-C3", bckg
28.0000, 29.0000, "C3-CZ", bckg
28.0000, 29.0000, "CZ-C4", bckg
28.0000, 29.0000, "C4-T4", bckg
28.0000, 29.0000, "T4-A2", bckg
28.0000, 29.0000, "FP1-F3", bckg
28.0000, 29.0000, "F3-C3", bckg
28.0000, 29.0000, "C3-P3", bckg
